MOVIE,DIRECTOR,ACTOR,GENRE
Avengers: Infinity War,"Anthony Russo, Joe Russo","Robert Downey Jr., Chris Hemsworth, Mark Ruffalo, Chris Evans","Action, Adventure, Sci-Fi"
Top Gun: Maverick,Joseph Kosinski,"Tom Cruise, Jennifer Connelly, Miles Teller, Val Kilmer","Action, Drama"
The Dark Knight Rises,Christopher Nolan,"Christian Bale, Tom Hardy, Anne Hathaway, Gary Oldman","Action, Drama"
K.G.F: Chapter 2,Prashanth Neel,"Yash, Sanjay Dutt, Raveena Tandon, Srinidhi Shetty","Action, Crime, Drama"
Shershaah,Vishnuvardhan,"Sidharth Malhotra, Kiara Advani, Shiv Panditt, Pranay Pachauri","Action, Biography, Drama"
Oldeuboi,Park Chan-wook,"Choi Min-sik, Yoo Ji-tae, Kang Hye-jeong, Kim Byeong-Ok","Action, Drama, Mystery"
Mononoke-hime,Hayao Miyazaki,"Yôji Matsuda, Yuriko Ishida, Yûko Tanaka, Billy Crudup","Animation, Action, Adventure"
Aliens,James Cameron,"Sigourney Weaver, Michael Biehn, Carrie Henn, Paul Reiser","Action, Adventure, Sci-Fi"
Raiders of the Lost Ark,Steven Spielberg,"Harrison Ford, Karen Allen, Paul Freeman, John Rhys-Davies","Action, Adventure"
Vikram Vedha,"Gayatri, Pushkar, Gowtham Selvaraj","Madhavan, Vijay Sethupathi, Shraddha Srinath, Kathir","Action, Crime, Drama"
Dangal,Nitesh Tiwari,"Aamir Khan, Sakshi Tanwar, Fatima Sana Shaikh, Sanya Malhotra","Action, Biography, Drama"
Spider-Man: No Way Home,Jon Watts,"Tom Holland, Zendaya, Benedict Cumberbatch, Jacob Batalon","Action, Adventure, Fantasy"
Heat,Michael Mann,"Al Pacino, Robert De Niro, Val Kilmer, Jon Voight","Action, Crime, Drama"
Star Wars: Episode VI - Return of the Jedi,Richard Marquand,"Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams","Action, Adventure, Fantasy"
North by Northwest,Alfred Hitchcock,"Cary Grant, Eva Marie Saint, James Mason, Jessie Royce Landis","Action, Adventure, Mystery"
Major,Sashi Kiran Tikka,"Adivi Sesh, Prakash Raj, Revathi, Saiee Manjrekar","Action, Biography, Drama"
1917,Sam Mendes,"Dean-Charles Chapman, George MacKay, Daniel Mays, Colin Firth","Action, Drama, War"
Uri: The Surgical Strike,Aditya Dhar,"Vicky Kaushal, Paresh Rawal, Mohit Raina, Yami Gautam","Action, Drama, History"
K.G.F: Chapter 1,Prashanth Neel,"Yash, Srinidhi Shetty, Ramachandra Raju, Archana Jois","Action, Crime, Drama"
Dag II,Alper Caglar,"Caglar Ertugrul, Ufuk Bayraktar, Ahu Türkpençe, Murat Serezli","Action, Drama, War"
Baahubali 2: The Conclusion,S.S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia","Action, Drama"
Gangs of Wasseypur,Anurag Kashyap,"Manoj Bajpayee, Ashish Chhipa, Richa Chadha, Nawazuddin Siddiqui","Action, Comedy, Crime"
Paan Singh Tomar,Tigmanshu Dhulia,"Irrfan Khan, Mahie Gill, Rajesh Abhay, Hemendra Dandotiya","Action, Biography, Crime"
Warrior,Gavin O'Connor,"Tom Hardy, Nick Nolte, Joel Edgerton, Jennifer Morrison","Action, Drama, Sport"
Kimetsu no Yaiba: Mugen Ressha-Hen,Haruo Sotozaki,"Natsuki Hanae, Akari Kitô, Yoshitsugu Matsuoka, Hiro Shimono","Animation, Action, Adventure"
V for Vendetta,James McTeigue,"Hugo Weaving, Natalie Portman, Rupert Graves, Stephen Rea","Action, Drama, Sci-Fi"
Batman Begins,Christopher Nolan,"Christian Bale, Michael Caine, Ken Watanabe, Liam Neeson","Action, Crime, Drama"
Kill Bill: Vol. 1,Quentin Tarantino,"Uma Thurman, David Carradine, Daryl Hannah, Michael Madsen","Action, Crime, Drama"
"Lock, Stock and Two Smoking Barrels",Guy Ritchie,"Jason Flemyng, Dexter Fletcher, Nick Moran, Jason Statham","Action, Comedy, Crime"
Jurassic Park,Steven Spielberg,"Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough","Action, Adventure, Sci-Fi"
Indiana Jones and the Last Crusade,Steven Spielberg,"Harrison Ford, Sean Connery, Alison Doody, Denholm Elliott","Action, Adventure"
Die Hard,John McTiernan,"Bruce Willis, Alan Rickman, Bonnie Bedelia, Reginald VelJohnson","Action, Thriller"
Ran,Akira Kurosawa,"Tatsuya Nakadai, Akira Terao, Jinpachi Nezu, Daisuke Ryû","Action, Drama, War"
Yôjinbô,Akira Kurosawa,"Toshirô Mifune, Eijirô Tôno, Tatsuya Nakadai, Yôko Tsukasa","Action, Drama, Thriller"
The General,"Clyde Bruckman, Buster Keaton","Buster Keaton, Marion Mack, Glen Cavender, Jim Farley","Action, Adventure, Comedy"
Sherlock Jr.,Buster Keaton,"Buster Keaton, Kathryn McGuire, Joe Keaton, Erwin Connelly","Action, Comedy, Romance"
Everything Everywhere All at Once,"Dan Kwan, Daniel Scheinert","Michelle Yeoh, Stephanie Hsu, Jamie Lee Curtis, Ke Huy Quan","Action, Adventure, Comedy"
Bajrangi Bhaijaan,Kabir Khan,"Salman Khan, Harshaali Malhotra, Nawazuddin Siddiqui, Kareena Kapoor","Action, Adventure, Comedy"
Logan,James Mangold,"Hugh Jackman, Patrick Stewart, Dafne Keen, Boyd Holbrook","Action, Drama, Sci-Fi"
Rush,Ron Howard,"Daniel Brühl, Chris Hemsworth, Olivia Wilde, Alexandra Maria Lara","Action, Biography, Drama"
Ford v Ferrari,James Mangold,"Matt Damon, Christian Bale, Jon Bernthal, Caitríona Balfe","Action, Biography, Drama"
Mad Max: Fury Road,George Miller,"Tom Hardy, Charlize Theron, Nicholas Hoult, Zoë Kravitz","Action, Adventure, Sci-Fi"
A Wednesday,Neeraj Pandey,"Anupam Kher, Naseeruddin Shah, Veerendra Saxena, Mahesh Kanual","Action, Crime, Drama"
How to Train Your Dragon,"Dean DeBlois, Chris Sanders","Jay Baruchel, Gerard Butler, Christopher Mintz-Plasse, Craig Ferguson","Animation, Action, Adventure"
Pirates of the Caribbean: The Curse of the Black Pearl,Gore Verbinski,"Johnny Depp, Geoffrey Rush, Orlando Bloom, Keira Knightley","Action, Adventure, Fantasy"
Hera Pheri,Priyadarshan,"Akshay Kumar, Suniel Shetty, Paresh Rawal, Tabu","Action, Comedy, Crime"
Sarfarosh,John Mathew Matthan,"Aamir Khan, Naseeruddin Shah, Sonali Bendre, Mukesh Rishi","Action, Drama, Thriller"
The Iron Giant,Brad Bird,"Eli Marienthal, Harry Connick Jr., Jennifer Aniston, Vin Diesel","Animation, Action, Adventure"
The Terminator,James Cameron,"Arnold Schwarzenegger, Linda Hamilton, Michael Biehn, Paul Winfield","Action, Sci-Fi"
Blade Runner,Ridley Scott,"Harrison Ford, Rutger Hauer, Sean Young, Edward James Olmos","Action, Drama, Sci-Fi"
Sholay,Ramesh Sippy,"Sanjeev Kumar, Dharmendra, Amitabh Bachchan, Amjad Khan","Action, Adventure, Comedy"
Kakushi-toride no san-akunin,Akira Kurosawa,"Toshirô Mifune, Misa Uehara, Minoru Chiaki, Kamatari Fujiwara","Action, Adventure, Drama"
White Heat,Raoul Walsh,"James Cagney, Virginia Mayo, Edmond O'Brien, Margaret Wycherly","Action, Crime, Drama"
RRR (Rise Roar Revolt),S.S. Rajamouli,"N.T. Rama Rao Jr., Ram Charan Teja, Ajay Devgn, Alia Bhatt","Action, Drama"
Arjun Reddy,Sandeep Reddy Vanga,"Vijay Deverakonda, Shalini Pandey, Jia Sharma, Kanchana","Action, Drama, Romance"
Kaththi,A.R. Murugadoss,"Joseph Vijay, Samantha Ruth Prabhu, Neil Nitin Mukesh, Tota Roy Chowdhury","Action, Drama"
Haider,Vishal Bhardwaj,"Shahid Kapoor, Tabu, Shraddha Kapoor, Kay Kay Menon","Action, Crime, Drama"
Bãhubali: The Beginning,S.S. Rajamouli,"Prabhas, Rana Daggubati, Anushka Shetty, Tamannaah Bhatia","Action, Drama"
1 - Nenokkadine,Sukumar,"Mahesh Babu, Kriti Sanon, Nassar, Pradeep Singh Rawat","Action, Thriller"
Thuppakki,A.R. Murugadoss,"Joseph Vijay, Kajal Aggarwal, Vidyut Jammwal, Sathyan","Action, Thriller"
Guardians of the Galaxy,James Gunn,"Chris Pratt, Vin Diesel, Bradley Cooper, Zoe Saldana","Action, Adventure, Comedy"
Blade Runner 2049,Denis Villeneuve,"Harrison Ford, Ryan Gosling, Ana de Armas, Dave Bautista","Action, Drama, Mystery"
The Revenant,Alejandro G. Iñárritu,"Leonardo DiCaprio, Tom Hardy, Will Poulter, Domhnall Gleeson","Action, Adventure, Drama"
Tropa de Elite 2: O Inimigo Agora é Outro,José Padilha,"Wagner Moura, Irandhir Santos, André Ramiro, Milhem Cortaz","Action, Crime, Drama"
Deadpool,Tim Miller,"Ryan Reynolds, Morena Baccarin, T.J. Miller, Ed Skrein","Action, Adventure, Comedy"
Karthikeya 2,Chandoo Mondeti,"Nikhil Siddharth, Anupama Parameswaran, Srinivasa Reddy, Harsha Chemudu","Action, Adventure, Fantasy"
Zack Snyder's Justice League,Zack Snyder,"Henry Cavill, Ben Affleck, Gal Gadot, Amy Adams","Action, Adventure, Fantasy"
Ip Man,Wilson Yip,"Donnie Yen, Simon Yam, Siu-Wong Fan, Ka-Tung Lam","Action, Biography, Drama"
Nefes: Vatan Sagolsun,Levent Semerci,"Mete Horozoglu, Ilker Kizmaz, Baris Bagci, Özgür Eren Koç","Action, Drama, Thriller"
Dune: Part One,Denis Villeneuve,"Timothée Chalamet, Rebecca Ferguson, Zendaya, Oscar Isaac","Action, Adventure, Drama"
Tropa de Elite,José Padilha,"Wagner Moura, André Ramiro, Caio Junqueira, Milhem Cortaz","Action, Crime, Drama"
The Avengers,Joss Whedon,"Robert Downey Jr., Chris Evans, Scarlett Johansson, Jeremy Renner","Action, Adventure, Sci-Fi"
The Bourne Ultimatum,Paul Greengrass,"Matt Damon, Edgar Ramírez, Joan Allen, Julia Stiles","Action, Mystery, Thriller"
Taegukgi hwinalrimyeo,Je-kyu Kang,"Jang Dong-Gun, Won Bin, Eun-ju Lee, Hyeong-jin Kong","Action, Drama, War"
Casino Royale,Martin Campbell,"Daniel Craig, Eva Green, Judi Dench, Jeffrey Wright","Action, Adventure, Thriller"
Kill Bill: Vol. 2,Quentin Tarantino,"Uma Thurman, David Carradine, Michael Madsen, Daryl Hannah","Action, Crime, Thriller"
Mou gaan dou,"Andrew Lau, Alan Mak","Andy Lau, Tony Chiu-Wai Leung, Anthony Chau-Sang Wong, Eric Tsang","Action, Crime, Drama"
The Incredibles,Brad Bird,"Craig T. Nelson, Samuel L. Jackson, Holly Hunter, Jason Lee","Animation, Action, Adventure"
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni","Hideaki Anno, Kazuya Tsurumaki","Megumi Ogata, Megumi Hayashibara, Yûko Miyamura, Kotono Mitsuishi","Animation, Action, Drama"
Andaz Apna Apna,Rajkumar Santoshi,"Aamir Khan, Salman Khan, Raveena Tandon, Karisma Kapoor","Action, Comedy, Romance"
Akira,Katsuhiro Ôtomo,"Mitsuo Iwata, Nozomu Sasaki, Mami Koyama, Tesshô Genda","Animation, Action, Drama"
Sanjuro,Akira Kurosawa,"Toshirô Mifune, Tatsuya Nakadai, Keiju Kobayashi, Yûnosuke Itô","Action, Drama, Thriller"
Minnal Murali,Basil Joseph,"Tovino Thomas, Guru Somasundaram, Aju Varghese, Baiju","Action, Adventure, Comedy"
Airlift,Raja Menon,"Akshay Kumar, Nimrat Kaur, Kumud Mishra, Prakash Belawadi","Action, Drama, History"
Baby,Neeraj Pandey,"Akshay Kumar, Danny Denzongpa, Rana Daggubati, Taapsee Pannu","Action, Crime, Thriller"
Thor: Ragnarok,Taika Waititi,"Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Mark Ruffalo","Action, Adventure, Comedy"
Serbuan maut 2: Berandal,Gareth Evans,"Iko Uwais, Yayan Ruhian, Arifin Putra, Oka Antara","Action, Crime, Thriller"
Vishwaroopam,Kamal Haasan,"Pooja Kumar, Miles Anderson, Kamal Haasan, Rahul Bose","Action, Thriller"
X-Men: Days of Future Past,Bryan Singer,"Patrick Stewart, Ian McKellen, Hugh Jackman, James McAvoy","Action, Adventure, Sci-Fi"
The Batman,Matt Reeves,"Robert Pattinson, Zoë Kravitz, Jeffrey Wright, Colin Farrell","Action, Crime, Drama"
Edge of Tomorrow,Doug Liman,"Tom Cruise, Emily Blunt, Bill Paxton, Brendan Gleeson","Action, Adventure, Sci-Fi"
District 9,Neill Blomkamp,"Sharlto Copley, David James, Jason Cope, Nathalie Boltt","Action, Sci-Fi, Thriller"
Star Trek,J.J. Abrams,"Chris Pine, Zachary Quinto, Simon Pegg, Leonard Nimoy","Action, Adventure, Sci-Fi"
Letters from Iwo Jima,Clint Eastwood,"Ken Watanabe, Kazunari Ninomiya, Tsuyoshi Ihara, Ryô Kase","Action, Adventure, Drama"
Iron Man,Jon Favreau,"Robert Downey Jr., Gwyneth Paltrow, Terrence Howard, Jeff Bridges","Action, Adventure, Sci-Fi"
Ying xiong,Yimou Zhang,"Jet Li, Tony Chiu-Wai Leung, Maggie Cheung, Ziyi Zhang","Action, Adventure, Drama"
The Bourne Identity,Doug Liman,"Franka Potente, Matt Damon, Chris Cooper, Clive Owen","Action, Mystery, Thriller"
Children of Men,Alfonso Cuarón,"Julianne Moore, Clive Owen, Chiwetel Ejiofor, Michael Caine","Action, Drama, Sci-Fi"
Wo hu cang long,Ang Lee,"Chow Yun-Fat, Michelle Yeoh, Ziyi Zhang, Chang Chen","Action, Adventure, Drama"
Knockin' on Heaven's Door,Thomas Jahn,"Til Schweiger, Jan Josef Liefers, Thierry van Werveke, Moritz Bleibtreu","Action, Crime, Comedy"
Kôkaku Kidôtai,Mamoru Oshii,"Atsuko Tanaka, Iemasa Kayumi, Akio Ôtsuka, Kôichi Yamadera","Animation, Action, Crime"
The Blues Brothers,John Landis,"John Belushi, Dan Aykroyd, Cab Calloway, John Candy","Action, Adventure, Comedy"
The Wild Bunch,Sam Peckinpah,"William Holden, Ernest Borgnine, Robert Ryan, Edmond O'Brien","Action, Adventure, Western"
Per un pugno di dollari,Sergio Leone,"Clint Eastwood, Gian Maria Volontè, Marianne Koch, Wolfgang Lukschy","Action, Drama, Western"
The Adventures of Robin Hood,"Michael Curtiz, William Keighley","Errol Flynn, Olivia de Havilland, Basil Rathbone, Claude Rains","Action, Adventure, Romance"
The Gentlemen,Guy Ritchie,"Matthew McConaughey, Charlie Hunnam, Michelle Dockery, Jeremy Strong","Action, Comedy, Crime"
Doragon bôru chô: Burorî,Tatsuya Nagamine,"Masako Nozawa, Aya Hisakawa, Ryô Horikawa, Toshio Furukawa","Animation, Action, Adventure"
Dunkirk,Christopher Nolan,"Fionn Whitehead, Barry Keoghan, Mark Rylance, Tom Hardy","Action, Drama, History"
Rogue One,Gareth Edwards,"Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen","Action, Adventure, Sci-Fi"
Captain America: Civil War,"Anthony Russo, Joe Russo","Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan","Action, Adventure, Sci-Fi"
Star Wars: Episode VII - The Force Awakens,J.J. Abrams,"Daisy Ridley, John Boyega, Oscar Isaac, Domhnall Gleeson","Action, Adventure, Sci-Fi"
Big Hero 6,"Don Hall, Chris Williams","Ryan Potter, Scott Adsit, Jamie Chung, T.J. Miller","Animation, Action, Adventure"
Captain America: The Winter Soldier,"Anthony Russo, Joe Russo","Chris Evans, Samuel L. Jackson, Scarlett Johansson, Robert Redford","Action, Adventure, Sci-Fi"
How to Train Your Dragon 2,Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson","Animation, Action, Adventure"
Ang-ma-reul bo-at-da,Jee-woon Kim,"Lee Byung-hun, Choi Min-sik, Jeon Gook-hwan, Ho-jin Chun","Action, Crime, Drama"
Captain Phillips,Paul Greengrass,"Tom Hanks, Barkhad Abdi, Barkhad Abdirahman, Catherine Keener","Action, Biography, Crime"
Thirteen Lives,Ron Howard,"Viggo Mortensen, Colin Farrell, Joel Edgerton, Tom Bateman","Action, Adventure, Biography"
Chugyeokja,Na Hong-jin,"Kim Yoon-seok, Ha Jung-woo, Yeong-hie Seo, Kim Yoo-jeong","Action, Crime, Drama"
Skyfall,Sam Mendes,"Daniel Craig, Javier Bardem, Naomie Harris, Judi Dench","Action, Adventure, Thriller"
The Fighter,David O. Russell,"Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo","Action, Biography, Drama"
Taken,Pierre Morel,"Liam Neeson, Maggie Grace, Famke Janssen, Leland Orser","Action, Crime, Thriller"
Drive,Nicolas Winding Refn,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks","Action, Drama"
Avatar,James Cameron,"Sam Worthington, Zoe Saldana, Sigourney Weaver, Michelle Rodriguez","Action, Adventure, Fantasy"
Apocalypto,Mel Gibson,"Gerardo Taracena, Raoul Max Trujillo, Dalia Hernández, Rudy Youngblood","Action, Adventure, Drama"
Hot Fuzz,Edgar Wright,"Simon Pegg, Nick Frost, Martin Freeman, Bill Nighy","Action, Comedy, Mystery"
Serenity,Joss Whedon,"Nathan Fillion, Gina Torres, Chiwetel Ejiofor, Alan Tudyk","Action, Adventure, Sci-Fi"
The Last Samurai,Edward Zwick,"Tom Cruise, Ken Watanabe, Billy Connolly, William Atherton","Action, Drama"
Cowboy Bebop: Tengoku no tobira,"Shin'ichirô Watanabe, Tensai Okamura, Hiroyuki Okiura, Yoshiyuki Takei","Beau Billingslea, Melissa Fahn, Nicholas Guest, Kôichi Yamadera","Animation, Action, Crime"
Gongdong gyeongbi guyeok JSA,Park Chan-wook,"Lee Yeong-ae, Lee Byung-hun, Song Kang-ho, Kim Tae-Woo","Action, Drama, Thriller"
Jûbê ninpûchô,Yoshiaki Kawajiri,"Kôichi Yamadera, Emi Shinohara, Takeshi Aono, Osamu Saka","Animation, Action, Adventure"
The Fugitive,Andrew Davis,"Harrison Ford, Tommy Lee Jones, Sela Ward, Julianne Moore","Action, Crime, Drama"
Batman: Mask of the Phantasm,"Kevin Altieri, Boyd Kirkland, Frank Paur, Dan Riba, Eric Radomski, Bruce Timm","Kevin Conroy, Dana Delany, Hart Bochner, Stacy Keach","Animation, Action, Adventure"
Dip huet seung hung,John Woo,"Chow Yun-Fat, Danny Lee, Sally Yeh, Kong Chu","Action, Crime, Drama"
Predator,John McTiernan,"Arnold Schwarzenegger, Carl Weathers, Kevin Peter Hall, Elpidia Carrillo","Action, Adventure, Horror"
Ghostbusters,Ivan Reitman,"Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis","Action, Comedy, Fantasy"
"Aguirre, der Zorn Gottes",Werner Herzog,"Klaus Kinski, Ruy Guerra, Helena Rojo, Del Negro","Action, Adventure, Biography"
Raazi,Meghna Gulzar,"Alia Bhatt, Vicky Kaushal, Rajit Kapoor, Shishir Sharma","Action, Drama, Thriller"
Deadpool 2,David Leitch,"Ryan Reynolds, Josh Brolin, Morena Baccarin, Julian Dennison","Action, Adventure, Comedy"
Mission: Impossible - Fallout,Christopher McQuarrie,"Tom Cruise, Henry Cavill, Ving Rhames, Simon Pegg","Action, Adventure, Thriller"
Udta Punjab,Abhishek Chaubey,"Shahid Kapoor, Alia Bhatt, Kareena Kapoor, Diljit Dosanjh","Action, Crime, Drama"
Kubo and the Two Strings,Travis Knight,"Charlize Theron, Art Parkinson, Matthew McConaughey, Ralph Fiennes","Animation, Action, Adventure"
Kingsman: The Secret Service,Matthew Vaughn,"Colin Firth, Taron Egerton, Samuel L. Jackson, Michael Caine","Action, Adventure, Comedy"
Ajeossi,Jeong-beom Lee,"Won Bin, Kim Sae-ron, Kim Tae-hoon, Kim Hee-won","Action, Crime, Drama"
The Lego Movie,"Phil Lord, Christopher Miller","Chris Pratt, Will Ferrell, Elizabeth Banks, Will Arnett","Animation, Action, Adventure"
Star Trek Into Darkness,J.J. Abrams,"Chris Pine, Zachary Quinto, Zoe Saldana, Benedict Cumberbatch","Action, Adventure, Sci-Fi"
X: First Class,Matthew Vaughn,"James McAvoy, Michael Fassbender, Jennifer Lawrence, Kevin Bacon","Action, Adventure, Sci-Fi"
3:10 to Yuma,James Mangold,"Russell Crowe, Christian Bale, Ben Foster, Logan Lerman","Action, Crime, Drama"
Kung fu,Stephen Chow,"Stephen Chow, Wah Yuen, Qiu Yuen, Siu-Lung Leung","Action, Comedy, Fantasy"
The Bourne Supremacy,Paul Greengrass,"Matt Damon, Franka Potente, Joan Allen, Brian Cox","Action, Mystery, Thriller"
Man on Fire,Tony Scott,"Denzel Washington, Christopher Walken, Dakota Fanning, Radha Mitchell","Action, Crime, Drama"
Black Hawk Down,Ridley Scott,"Josh Hartnett, Ewan McGregor, Tom Sizemore, Eric Bana","Action, Drama, History"
The Count of Monte Cristo,Kevin Reynolds,"Jim Caviezel, Guy Pearce, Christopher Adamson, JB Blanc","Action, Adventure, Drama"
Minority Report,Steven Spielberg,"Tom Cruise, Colin Farrell, Samantha Morton, Max von Sydow","Action, Crime, Mystery"
The Boondock Saints,Troy Duffy,"Willem Dafoe, Sean Patrick Flanery, Norman Reedus, David Della Rocco","Action, Thriller"
Training Day,Antoine Fuqua,"Denzel Washington, Ethan Hawke, Scott Glenn, Tom Berenger","Action, Crime, Drama"
Lola rennt,Tom Tykwer,"Franka Potente, Moritz Bleibtreu, Herbert Knaup, Nina Petri","Action, Crime, Thriller"
The Last of the Mohicans,Michael Mann,"Daniel Day-Lewis, Madeleine Stowe, Russell Means, Eric Schweig","Action, Adventure, Drama"
Lat sau san taam,John Woo,"Chow Yun-Fat, Tony Chiu-Wai Leung, Teresa Mo, Philip Chan","Action, Crime, Thriller"
Star Trek II: The Wrath of Khan,Nicholas Meyer,"William Shatner, Leonard Nimoy, DeForest Kelley, James Doohan","Action, Adventure, Sci-Fi"
First Blood,Ted Kotcheff,"Sylvester Stallone, Brian Dennehy, Richard Crenna, Bill McKinney","Action, Adventure, Thriller"
Badlands,Terrence Malick,"Martin Sheen, Sissy Spacek, Warren Oates, Ramon Bieri","Action, Crime, Drama"
The French Connection,William Friedkin,"Gene Hackman, Roy Scheider, Fernando Rey, Tony Lo Bianco","Action, Crime, Drama"
Dirty Harry,"Don Siegel, Clint Eastwood","Clint Eastwood, Andrew Robinson, Harry Guardino, Reni Santoni","Action, Crime, Thriller"
The Dirty Dozen,Robert Aldrich,"Lee Marvin, Ernest Borgnine, Charles Bronson, John Cassavetes","Action, Adventure, War"
Bonnie and Clyde,Arthur Penn,"Warren Beatty, Faye Dunaway, Michael J. Pollard, Gene Hackman","Action, Biography, Crime"
Goldfinger,Guy Hamilton,"Sean Connery, Gert Fröbe, Honor Blackman, Shirley Eaton","Action, Adventure, Thriller"
The Longest Day,"Ken Annakin, Andrew Marton, Gerd Oswald, Bernhard Wicki, Darryl F. Zanuck","John Wayne, Robert Ryan, Richard Burton, Henry Fonda","Action, Drama, History"
The Magnificent Seven,John Sturges,"Yul Brynner, Steve McQueen, Charles Bronson, Eli Wallach","Action, Adventure, Western"
Key Largo,John Huston,"Humphrey Bogart, Edward G. Robinson, Lauren Bacall, Lionel Barrymore","Action, Crime, Drama"
Scarface,"Howard Hawks, Richard Rosson","Paul Muni, Ann Dvorak, Karen Morley, Osgood Perkins","Action, Crime, Drama"
Pushpa: The Rise - Part 1,Sukumar,"Allu Arjun, Fahadh Faasil, Rashmika Mandanna, Dhananjaya","Action, Adventure, Crime"
Ölümlü Dünya,Ali Atay,"Ahmet Mümtaz Taylan, Alper Kul, Sarp Apak, Irem Sak","Action, Comedy, Crime"
Ludo,Anurag Basu,"Pankaj Tripathi, Abhishek Bachchan, Rajkummar Rao, Fatima Sana Shaikh","Action, Comedy, Crime"
Busanhaeng,Sang-ho Yeon,"Gong Yoo, Jung Yu-mi, Ma Dong-seok, Su-an Kim","Action, Horror, Thriller"
Hotel Mumbai,Anthony Maras,"Dev Patel, Armie Hammer, Nazanin Boniadi, Anupam Kher","Action, Drama, History"
Guardians of the Galaxy Vol. 2,James Gunn,"Chris Pratt, Zoe Saldana, Dave Bautista, Vin Diesel","Action, Adventure, Comedy"
Baby Driver,Edgar Wright,"Ansel Elgort, Jon Bernthal, Jon Hamm, Eiza González","Action, Crime, Drama"
Only the Brave,Joseph Kosinski,"Josh Brolin, Miles Teller, Jeff Bridges, Jennifer Connelly","Action, Biography, Drama"
Incredibles 2,Brad Bird,"Craig T. Nelson, Holly Hunter, Sarah Vowell, Huck Milner","Animation, Action, Adventure"
Sicario,Denis Villeneuve,"Emily Blunt, Josh Brolin, Benicio Del Toro, Jon Bernthal","Action, Crime, Drama"
Creed,Ryan Coogler,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson, Phylicia Rashad","Action, Drama, Sport"
Dawn of the Planet of the Apes,Matt Reeves,"Gary Oldman, Keri Russell, Andy Serkis, Kodi Smit-McPhee","Action, Adventure, Drama"
El cuerpo,Oriol Paulo,"Jose Coronado, Hugo Silva, Belén Rueda, Aura Garrido","Action, Crime, Drama"
Serbuan maut,Gareth Evans,"Iko Uwais, Ananda George, Ray Sahetapy, Donny Alamsyah","Action, Crime, Thriller"
End of Watch,David Ayer,"Jake Gyllenhaal, Michael Peña, Anna Kendrick, America Ferrera","Action, Adventure, Crime"
Rise of the Planet of the Apes,Rupert Wyatt,"James Franco, Andy Serkis, Freida Pinto, Karin Konoval","Action, Drama, Sci-Fi"
Kick-Ass,Matthew Vaughn,"Aaron Taylor-Johnson, Nicolas Cage, Chloë Grace Moretz, Garrett M. Brown","Action, Comedy, Crime"
